reporter_area_code,partner_area_code,item_code,element_code,year_code,value,flag,note
146,181,15,5910,2016,504.1,A,
146,181,15,5922,2016,80.0,A,
67,108,15,5610,2002,8271.0,A,
67,108,15,5610,2003,1011.0,A,
67,108,15,5610,2004,3489.0,A,
67,108,15,5610,2005,7686.0,A,
67,108,15,5610,2006,11294.0,A,
67,108,15,5610,2007,9035.0,A,
67,108,15,5610,2008,5048.0,A,
67,108,15,5610,2009,6472.0,A,
67,108,15,5610,2010,2209.0,A,
67,108,15,5610,2011,505.0,A,
67,108,15,5610,2012,1000.0,A,
67,108,15,5610,2014,271.2,A,
67,108,15,5610,2015,1269.6,A,
67,108,15,5610,2016,2525.47,A,
67,108,15,5610,2017,8173.72,A,
67,108,15,5610,2018,2500.0,A,
67,108,15,5610,2019,2930.5,A,
67,108,15,5610,2020,1551.0,A,
67,108,15,5610,2022,1540.0,A,
67,108,15,5622,2002,674.0,A,
67,108,15,5622,2003,214.0,A,
67,108,15,5622,2004,663.0,A,
67,108,15,5622,2005,1466.0,A,
67,108,15,5622,2006,2073.0,A,
67,108,15,5622,2007,2120.0,A,
67,108,15,5622,2008,2064.0,A,
67,108,15,5622,2009,1822.0,A,
67,108,15,5622,2010,585.0,A,
67,108,15,5622,2011,203.0,A,
67,108,15,5622,2012,384.0,A,
67,108,15,5622,2014,131.0,A,
67,108,15,5622,2015,637.0,A,
67,108,15,5622,2016,747.0,A,
67,108,15,5622,2017,2435.0,A,
67,108,15,5622,2018,871.0,A,
67,108,15,5622,2019,1102.0,A,
67,108,15,5622,2020,526.0,A,
67,108,15,5622,2022,701.0,A,
67,108,15,5910,2012,0.0,A,
67,108,15,5910,2013,0.0,A,
67,108,15,5922,2012,0.0,A,
67,108,15,5922,2013,0.0,A,
185,103,15,5910,2002,57417.0,A,
185,103,15,5910,2003,86451.0,A,
185,103,15,5910,2008,148719.0,A,
185,103,15,5910,2009,234521.0,A,
185,103,15,5910,2010,439250.0,A,
185,103,15,5910,2011,204327.0,A,
185,103,15,5910,2012,665225.0,A,
185,103,15,5910,2013,103383.0,A,
185,103,15,5910,2014,118534.85,A,
185,103,15,5910,2018,553.54,A,
185,103,15,5910,2020,52.4,A,
185,103,15,5922,2002,6201.0,A,
185,103,15,5922,2003,9782.0,A,
185,103,15,5922,2008,42682.0,A,
185,103,15,5922,2009,45888.0,A,
185,103,15,5922,2010,80334.0,A,
185,103,15,5922,2011,52980.0,A,
185,103,15,5922,2012,199908.0,A,
185,103,15,5922,2013,25832.0,A,
185,103,15,5922,2014,28956.0,A,
185,103,15,5922,2018,134.0,A,
185,103,15,5922,2020,13.0,A,
210,64,15,5910,2003,862.0,A,
210,64,15,5910,2014,11906.5,A,
210,64,15,5910,2015,11498.5,A,
210,64,15,5910,2016,13200.0,A,
210,64,15,5910,2017,12400.0,A,
210,64,15,5910,2018,6000.0,A,
210,64,15,5910,2019,6001.35,A,
210,64,15,5910,2020,14800.0,A,
210,64,15,5910,2021,16100.0,A,
210,64,15,5910,2022,13680.0,A,
210,64,15,5910,2023,6800.0,A,
210,64,15,5922,2003,118.0,A,
210,64,15,5922,2014,3001.0,A,
210,64,15,5922,2015,2365.0,A,
210,64,15,5922,2016,2258.0,A,
210,64,15,5922,2017,2331.0,A,
210,64,15,5922,2018,1156.0,A,
210,64,15,5922,2019,1106.0,A,
210,64,15,5922,2020,3239.0,A,
210,64,15,5922,2021,4301.0,A,
210,64,15,5922,2022,5030.0,A,
210,64,15,5922,2023,1945.0,A,
9,134,15,5910,2001,2500.0,A,
9,134,15,5910,2015,26250.0,A,
9,134,15,5922,2001,283.0,A,
9,134,15,5922,2015,6038.0,A,
225,102,15,5610,2002,216.0,A,
225,102,15,5610,2003,1818.0,A,
225,102,15,5610,2005,119.0,A,
225,102,15,5610,2007,4833.0,A,
225,102,15,5610,2008,3844.0,A,
225,102,15,5610,2014,0.34,A,
225,102,15,5610,2019,0.08,A,
225,102,15,5610,2022,11.1,A,
225,102,15,5610,2023,5.48,A,
225,102,15,5622,2002,33.0,A,
225,102,15,5622,2003,389.0,A,
225,102,15,5622,2005,41.0,A,
225,102,15,5622,2007,1325.0,A,
225,102,15,5622,2008,1249.0,A,
225,102,15,5622,2014,1.0,A,
225,102,15,5622,2019,0.0,A,
225,102,15,5622,2022,1.0,A,
225,102,15,5622,2023,2.0,A,
225,102,15,5910,2002,574.0,A,
225,102,15,5910,2003,79.0,A,
225,102,15,5910,2007,893.0,A,
225,102,15,5910,2008,0.0,A,
225,102,15,5910,2015,10.0,A,
225,102,15,5910,2019,0.15,A,
225,102,15,5910,2020,20.68,A,
225,102,15,5910,2022,0.8,A,
225,102,15,5910,2023,0.87,A,
225,102,15,5922,2002,78.0,A,
225,102,15,5922,2003,13.0,A,
225,102,15,5922,2007,372.0,A,
225,102,15,5922,2008,0.0,A,
225,102,15,5922,2015,5.0,A,
225,102,15,5922,2019,0.0,A,
225,102,15,5922,2020,8.0,A,
225,102,15,5922,2022,1.0,A,
225,102,15,5922,2023,0.0,A,
40,138,15,5610,2000,0.0,A,
40,138,15,5610,2003,0.0,A,
40,138,15,5610,2004,2.0,A,
40,138,15,5610,2007,7612.0,A,
40,138,15,5610,2008,10012.0,A,
40,138,15,5610,2009,9743.0,A,
40,138,15,5610,2011,0.0,A,
40,138,15,5610,2013,0.0,A,
40,138,15,5610,2014,23.0,A,
40,138,15,5610,2015,0.03,A,
40,138,15,5610,2017,0.28,A,
40,138,15,5610,2019,0.11,A,
68,21,15,5910,2019,8027.46,A,
40,138,15,5610,2020,0.11,A,
40,138,15,5610,2021,0.03,A,
40,138,15,5622,2000,0.0,A,
40,138,15,5622,2003,0.0,A,
40,138,15,5622,2004,5.0,A,
40,138,15,5622,2007,1941.0,A,
40,138,15,5622,2008,6511.0,A,
40,138,15,5622,2009,2905.0,A,
40,138,15,5622,2011,0.0,A,
40,138,15,5622,2013,0.0,A,
40,138,15,5622,2014,11.0,A,
40,138,15,5622,2015,1.0,A,
40,138,15,5622,2017,1.0,A,
40,138,15,5622,2019,1.0,A,
40,138,15,5622,2020,1.0,A,
40,138,15,5622,2021,0.0,A,
9,136,15,5910,2004,9770.0,A,
9,136,15,5910,2005,20556.0,A,
9,136,15,5910,2007,32000.0,A,
9,136,15,5910,2011,41450.0,A,
9,136,15,5910,2012,134980.0,A,
9,136,15,5910,2016,27500.0,A,
9,136,15,5910,2017,26053.0,A,
9,136,15,5910,2018,157529.0,A,
9,136,15,5910,2022,356545.0,A,
9,136,15,5922,2004,1583.0,A,
9,136,15,5922,2005,2261.0,A,
9,136,15,5922,2007,7908.0,A,
9,136,15,5922,2011,11816.0,A,
9,136,15,5922,2012,34010.0,A,
9,136,15,5922,2016,4593.0,A,
9,136,15,5922,2017,4690.0,A,
9,136,15,5922,2018,29610.0,A,
9,136,15,5922,2022,103684.0,A,
138,106,15,5610,2001,0.0,A,
138,106,15,5610,2002,0.0,A,
138,106,15,5610,2004,0.0,A,
138,106,15,5610,2005,0.0,A,
138,106,15,5610,2006,0.0,A,
138,106,15,5610,2007,0.0,A,
138,106,15,5610,2008,0.0,A,
138,106,15,5610,2009,0.0,A,
38,165,15,5610,2002,46.0,A,
138,106,15,5610,2010,0.0,A,
38,165,15,5610,2003,92.0,A,
138,106,15,5610,2011,0.0,A,
38,165,15,5610,2011,105927.0,A,
138,106,15,5610,2012,0.0,A,
38,165,15,5610,2012,195152.0,A,
138,106,15,5610,2013,0.0,A,
38,165,15,5610,2013,157280.0,A,
138,106,15,5610,2014,0.0,A,
38,165,15,5610,2014,6171.31,A,
138,106,15,5610,2015,0.01,A,
38,165,15,5610,2015,3034.0,A,
138,106,15,5610,2016,0.1,A,
38,165,15,5610,2019,43388.3,A,
138,106,15,5610,2018,0.58,A,
138,106,15,5622,2001,0.0,A,
38,165,15,5622,2002,8.0,A,
138,106,15,5622,2002,0.0,A,
38,165,15,5622,2003,16.0,A,
138,106,15,5622,2004,0.0,A,
38,165,15,5622,2011,37568.0,A,
138,106,15,5622,2005,0.0,A,
38,165,15,5622,2012,68115.0,A,
138,106,15,5622,2006,1.0,A,
38,165,15,5622,2013,55637.0,A,
138,106,15,5622,2007,0.0,A,
38,165,15,5622,2014,2147.0,A,
138,106,15,5622,2008,0.0,A,
38,165,15,5622,2015,988.0,A,
138,106,15,5622,2009,0.0,A,
38,165,15,5622,2019,11695.0,A,
138,106,15,5622,2010,0.0,A,
138,106,15,5622,2011,0.0,A,
138,106,15,5622,2012,0.0,A,
138,106,15,5622,2013,0.0,A,
138,106,15,5622,2014,0.0,A,
138,106,15,5622,2015,0.0,A,
138,106,15,5622,2016,0.0,A,
138,106,15,5622,2018,0.0,A,
138,106,15,5910,2001,0.0,A,
138,106,15,5910,2006,151620.0,A,
138,106,15,5910,2007,213759.0,A,
138,106,15,5910,2008,167312.0,A,
138,106,15,5910,2009,412112.0,A,
138,106,15,5910,2010,217223.0,A,
138,106,15,5910,2011,215688.0,A,
138,106,15,5910,2012,115500.0,A,
138,106,15,5910,2013,60500.0,A,
138,106,15,5910,2014,118560.0,A,
138,106,15,5910,2015,60750.0,A,
138,106,15,5910,2016,397680.0,A,
138,106,15,5922,2001,0.0,A,
138,106,15,5922,2006,24684.0,A,
138,106,15,5922,2007,56450.0,A,
138,106,15,5922,2008,69610.0,A,
138,106,15,5922,2009,101279.0,A,
138,106,15,5922,2010,41675.0,A,
138,106,15,5922,2011,67022.0,A,
138,106,15,5922,2012,36498.0,A,
138,106,15,5922,2013,20602.0,A,
138,106,15,5922,2014,37062.0,A,
138,106,15,5922,2015,22450.0,A,
138,106,15,5922,2016,109034.0,A,
156,70,15,5910,2010,0.0,A,
156,70,15,5910,2020,0.03,A,
156,70,15,5910,2021,0.02,A,
156,70,15,5910,2023,0.02,A,
156,70,15,5922,2010,0.0,A,
156,70,15,5922,2020,0.0,A,
156,70,15,5922,2021,0.0,A,
156,70,15,5922,2023,0.0,A,
199,126,15,5610,2019,535.95,A,
199,126,15,5622,2019,117.0,A,
199,126,15,5910,2006,25.0,A,
199,126,15,5910,2013,1075.0,A,
199,126,15,5910,2015,48.0,A,
199,126,15,5910,2016,1287.44,A,
199,126,15,5910,2017,232.34,A,
199,126,15,5910,2018,1061.9,A,
199,126,15,5910,2019,122.7,A,
199,126,15,5910,2020,403.91,A,
199,126,15,5910,2021,118.22,A,
199,126,15,5910,2022,215.18,A,
104,106,15,5610,2001,137.0,A,
199,126,15,5910,2023,149.04,A,
104,106,15,5610,2002,4.0,A,
199,126,15,5922,2006,4.0,A,
104,106,15,5610,2003,98.0,A,
199,126,15,5922,2013,230.0,A,
104,106,15,5610,2004,7.0,A,
199,126,15,5922,2015,21.0,A,
104,106,15,5610,2005,539.0,A,
199,126,15,5922,2016,302.0,A,
104,106,15,5610,2006,41.0,A,
199,126,15,5922,2017,70.0,A,
104,106,15,5610,2007,21.0,A,
199,126,15,5922,2018,452.0,A,
104,106,15,5610,2008,21.0,A,
199,126,15,5922,2019,29.0,A,
104,106,15,5610,2012,2.0,A,
199,126,15,5922,2020,203.0,A,
104,106,15,5610,2013,2.0,A,
199,126,15,5922,2021,68.0,A,
104,106,15,5610,2017,3.44,A,
199,126,15,5922,2022,110.0,A,
104,106,15,5610,2018,3449.62,A,
199,126,15,5922,2023,99.0,A,
104,106,15,5610,2020,3.99,A,
104,106,15,5610,2021,63.68,A,
104,106,15,5610,2022,176.59,A,
104,106,15,5610,2023,54.76,A,
104,106,15,5622,2001,38.0,A,
104,106,15,5622,2002,1.0,A,
104,106,15,5622,2003,19.0,A,
104,106,15,5622,2004,1.0,A,
104,106,15,5622,2005,259.0,A,
104,106,15,5622,2006,111.0,A,
104,106,15,5622,2007,5.0,A,
104,106,15,5622,2008,5.0,A,
104,106,15,5622,2012,2.0,A,
104,106,15,5622,2013,2.0,A,
104,106,15,5622,2017,6.0,A,
104,106,15,5622,2018,805.0,A,
104,106,15,5622,2020,7.0,A,
104,106,15,5622,2021,75.0,A,
104,106,15,5622,2022,183.0,A,
104,106,15,5622,2023,28.0,A,
104,106,15,5910,2000,2.0,A,
104,106,15,5910,2001,2.0,A,
104,106,15,5910,2002,109.0,A,
104,106,15,5910,2005,164.0,A,
104,106,15,5910,2010,10.0,A,
104,106,15,5910,2011,81.0,X,
104,106,15,5922,2000,2.0,A,
104,106,15,5922,2001,2.0,A,
104,106,15,5922,2002,103.0,A,
104,106,15,5922,2005,209.0,A,
104,106,15,5922,2010,29.0,A,
104,106,15,5922,2011,23.0,A,
84,67,15,5610,2015,49.1,A,
84,67,15,5610,2009,715.0,A,
84,67,15,5610,2016,25.16,A,
84,67,15,5610,2018,51.18,A,
84,67,15,5622,2009,125.0,A,
84,67,15,5622,2015,12.0,A,
84,67,15,5622,2016,5.0,A,
84,67,15,5622,2018,11.0,A,
117,103,15,5910,2013,1.0,A,
117,103,15,5922,2013,2.0,A,
98,134,15,5910,2012,5779.0,A,
98,134,15,5910,2013,5424.0,A,
98,134,15,5910,2014,394.2,A,
98,134,15,5910,2015,1081.2,A,
98,134,15,5910,2023,2200.0,A,
98,134,15,5922,2012,1786.0,A,
98,134,15,5922,2013,1386.0,A,
98,134,15,5922,2014,113.0,A,
98,134,15,5922,2015,246.0,A,
98,134,15,5922,2023,637.0,A,
99,212,15,5610,2022,0.0,A,
99,212,15,5622,2022,0.0,A,
114,229,15,5610,2000,89899.0,A,
114,229,15,5610,2001,62000.0,A,
114,229,15,5610,2002,32548.0,A,
114,229,15,5610,2003,17400.0,A,
114,229,15,5610,2004,12700.0,A,
114,229,15,5610,2005,1000.0,A,
114,229,15,5610,2007,2000.0,A,
114,229,15,5610,2008,5000.0,A,
114,229,15,5610,2010,0.0,A,
114,229,15,5610,2016,22374.0,A,
114,229,15,5610,2019,10400.0,A,
114,229,15,5610,2020,0.02,A,
114,229,15,5610,2021,0.03,A,
114,229,15,5610,2022,0.83,A,
114,229,15,5610,2023,0.06,A,
114,229,15,5622,2000,18248.0,A,
114,229,15,5622,2001,9890.0,A,
114,229,15,5622,2002,4399.0,A,
162,100,15,5610,2012,0.0,A,
114,229,15,5622,2003,2528.0,A,
162,100,15,5610,2015,1.76,A,
114,229,15,5622,2004,2709.0,A,
162,100,15,5610,2016,0.48,A,
114,229,15,5622,2005,229.0,A,
162,100,15,5610,2017,0.54,A,
114,229,15,5622,2007,528.0,A,
162,100,15,5610,2018,0.18,A,
114,229,15,5622,2008,2052.0,A,
162,100,15,5610,2021,0.12,A,
114,229,15,5622,2010,1.0,A,
162,100,15,5622,2012,0.0,A,
114,229,15,5622,2016,4494.0,A,
162,100,15,5622,2015,2.0,A,
114,229,15,5622,2019,2443.0,A,
162,100,15,5622,2016,1.0,A,
114,229,15,5622,2020,0.0,A,
162,100,15,5622,2017,1.0,A,
114,229,15,5622,2021,0.0,A,
162,100,15,5622,2018,0.0,A,
114,229,15,5622,2022,2.0,A,
162,100,15,5622,2021,0.0,A,
114,229,15,5622,2023,0.0,A,
114,229,15,5910,2002,0.0,A,
114,229,15,5910,2017,0.04,A,
114,229,15,5910,2018,1.5,A,
114,229,15,5910,2019,0.05,A,
114,229,15,5910,2020,0.14,A,
114,229,15,5910,2021,0.09,A,
114,229,15,5910,2022,0.13,A,
114,229,15,5910,2023,0.1,A,
114,229,15,5922,2002,0.0,A,
114,229,15,5922,2017,0.0,A,
114,229,15,5922,2018,0.0,A,
114,229,15,5922,2019,0.0,A,
114,229,15,5922,2020,0.0,A,
114,229,15,5922,2021,0.0,A,
114,229,15,5922,2022,0.0,A,
114,229,15,5922,2023,0.0,A,
9,137,15,5910,2000,2900.0,A,
9,137,15,5910,2001,13766.0,A,
9,137,15,5910,2002,17564.0,A,
9,137,15,5910,2005,71.0,A,
9,137,15,5910,2006,1070.0,A,
9,137,15,5910,2007,727.0,A,
9,137,15,5910,2008,7795.0,A,
9,137,15,5910,2009,1635.0,A,
9,137,15,5910,2010,1334.0,A,
9,137,15,5910,2012,102.0,A,
9,137,15,5910,2017,12000.0,A,
9,137,15,5922,2000,339.0,A,
9,137,15,5922,2001,1679.0,A,
9,137,15,5922,2002,1914.0,A,
9,137,15,5922,2005,16.0,A,
9,137,15,5922,2006,256.0,A,
9,137,15,5922,2007,242.0,A,
9,137,15,5922,2008,2611.0,A,
9,137,15,5922,2009,768.0,A,
9,137,15,5922,2010,520.0,A,
9,137,15,5922,2012,40.0,A,
9,137,15,5922,2017,2178.0,A,
63,150,15,5610,2001,1.0,A,
63,150,15,5610,2003,4.0,A,
63,150,15,5610,2020,0.42,A,
63,150,15,5610,2021,1.36,A,
63,150,15,5610,2022,2.87,A,
63,150,15,5622,2001,1.0,A,
63,150,15,5622,2003,3.0,A,
63,150,15,5622,2020,2.0,A,
63,150,15,5622,2021,4.0,A,
63,150,15,5622,2022,2.0,A,
63,150,15,5910,2005,23690.0,A,
63,150,15,5910,2006,22426.0,A,
63,150,15,5910,2008,27367.0,A,
63,150,15,5910,2009,24529.0,A,
63,150,15,5910,2010,18832.0,A,
63,150,15,5910,2011,2839.0,A,
63,150,15,5910,2013,7151.0,A,
63,150,15,5910,2014,22021.1,A,
63,150,15,5910,2015,48713.5,A,
63,150,15,5910,2016,11012.45,A,
63,150,15,5910,2017,182078.33,A,
63,150,15,5910,2018,6675.9,A,
63,150,15,5910,2019,5880.42,A,
63,150,15,5910,2020,84198.33,A,
63,150,15,5910,2021,42169.02,A,
63,150,15,5910,2022,3618.62,A,
63,150,15,5910,2023,28300.0,A,
63,150,15,5922,2005,3040.0,A,
63,150,15,5922,2006,3041.0,A,
63,150,15,5922,2008,5103.0,A,
63,150,15,5922,2009,4073.0,A,
63,150,15,5922,2010,3999.0,A,
63,150,15,5922,2011,711.0,A,
63,150,15,5922,2013,1610.0,A,
63,150,15,5922,2014,4400.0,A,
63,150,15,5922,2015,9792.0,A,
27,112,15,5910,2005,990.0,A,
63,150,15,5922,2016,1796.0,A,
27,112,15,5910,2006,462.0,A,
63,150,15,5922,2017,30889.0,A,
27,112,15,5910,2021,54908.5,A,
63,150,15,5922,2018,1245.0,A,
27,112,15,5910,2023,49430.0,A,
63,150,15,5922,2019,1014.0,A,
27,112,15,5922,2005,137.0,A,
63,150,15,5922,2020,17382.0,A,
27,112,15,5922,2006,83.0,A,
63,150,15,5922,2021,12051.0,A,
27,112,15,5922,2021,18675.0,A,
63,150,15,5922,2022,1555.0,A,
27,112,15,5922,2023,15129.0,A,
63,150,15,5922,2023,6339.0,A,
101,106,15,5610,2003,0.0,A,
101,106,15,5610,2005,0.0,A,
101,106,15,5610,2006,5500.0,A,
101,106,15,5622,2003,0.0,A,
101,106,15,5622,2005,1.0,A,
101,106,15,5622,2006,952.0,A,
101,106,15,5910,2000,2.0,X,
101,106,15,5922,2000,0.0,A,
203,96,15,5910,2013,0.0,A,
203,96,15,5910,2015,2.1,A,
203,96,15,5910,2021,0.16,A,
203,96,15,5922,2013,2.0,A,
203,96,15,5922,2015,3.0,A,
203,96,15,5922,2021,1.0,A,
10,70,15,5910,2001,16.0,A,
10,70,15,5910,2003,40.0,A,
10,70,15,5910,2004,420.0,A,
10,70,15,5910,2005,312.0,A,
10,70,15,5910,2008,124.0,A,
10,70,15,5910,2009,637.0,A,
10,70,15,5910,2010,701.0,A,
10,70,15,5910,2011,200.0,A,
10,70,15,5910,2012,1500.0,A,
10,70,15,5910,2013,1556.0,A,
107,231,15,5610,2001,7937.0,A,
10,70,15,5910,2014,1795.0,A,
107,231,15,5610,2002,7000.0,A,
10,70,15,5910,2015,2280.46,A,
107,231,15,5610,2004,28859.0,A,
10,70,15,5910,2016,2094.37,A,
107,231,15,5610,2005,2500.0,A,
10,70,15,5910,2017,2185.25,A,
107,231,15,5610,2006,4960.0,A,
10,70,15,5910,2018,372.67,A,
107,231,15,5610,2007,8736.0,A,
10,70,15,5910,2019,574.7,A,
107,231,15,5610,2009,2700.0,A,
10,70,15,5910,2020,1381.64,A,
107,231,15,5610,2013,4354.0,A,
10,70,15,5910,2021,625.28,A,
107,231,15,5610,2014,7102.33,A,
10,70,15,5910,2022,2073.16,A,
107,231,15,5610,2015,3500.0,A,
10,70,15,5910,2023,1597.5,A,
107,231,15,5610,2017,9642.0,A,
107,231,15,5610,2022,3744.08,A,
100,238,15,5910,2011,20.0,A,
100,238,15,5910,2012,94300.0,A,
100,238,15,5910,2013,392561.0,A,
100,238,15,5910,2021,9995.0,A,
107,231,15,5622,2001,1437.0,A,
100,238,15,5910,2022,2625.0,A,
107,231,15,5622,2002,1397.0,A,
100,238,15,5922,2011,8.0,A,
10,70,15,5922,2001,3.0,A,
107,231,15,5622,2004,7506.0,A,
100,238,15,5922,2012,26036.0,A,
10,70,15,5922,2003,6.0,A,
107,231,15,5622,2005,631.0,A,
100,238,15,5922,2013,113380.0,A,
10,70,15,5922,2004,75.0,A,
107,231,15,5622,2006,1415.0,A,
100,238,15,5922,2021,2894.0,A,
10,70,15,5922,2005,50.0,A,
107,231,15,5622,2007,4031.0,A,
100,238,15,5922,2022,851.0,A,
10,70,15,5922,2008,33.0,A,
107,231,15,5622,2009,986.0,A,
10,70,15,5922,2009,154.0,A,
107,231,15,5622,2013,1693.0,A,
10,70,15,5922,2010,182.0,A,
107,231,15,5622,2014,3071.0,A,
10,70,15,5922,2011,67.0,A,
107,231,15,5622,2015,1213.0,A,
10,70,15,5922,2012,544.0,A,
107,231,15,5622,2017,2610.0,A,
10,70,15,5922,2013,583.0,A,
107,231,15,5622,2022,1870.0,A,
10,70,15,5922,2014,626.0,A,
10,70,15,5922,2015,564.0,A,
10,70,15,5922,2016,708.0,A,
10,70,15,5922,2017,507.0,A,
10,70,15,5922,2018,98.0,A,
10,70,15,5922,2019,166.0,A,
10,70,15,5922,2020,382.0,A,
10,70,15,5922,2021,338.0,A,
10,70,15,5922,2022,614.0,A,
10,70,15,5922,2023,608.0,A,
231,27,15,5910,2003,23493.0,A,
231,27,15,5910,2017,4.65,A,
231,27,15,5922,2003,3734.0,A,
231,27,15,5922,2017,6.0,A,
38,169,15,5610,2011,23809.0,A,
38,169,15,5622,2011,10234.0,A,
221,229,15,5610,2001,1.0,A,
221,229,15,5610,2014,0.04,A,
221,229,15,5610,2017,0.11,A,
221,229,15,5610,2021,0.08,A,
221,229,15,5622,2001,3.0,A,
221,229,15,5622,2014,0.0,A,
221,229,15,5622,2017,2.0,A,
221,229,15,5622,2021,0.0,A,
199,256,15,5910,2015,10.0,A,
199,256,15,5910,2017,198.3,A,
199,256,15,5910,2023,5908.02,A,
199,256,15,5922,2015,5.0,A,
199,256,15,5922,2017,47.0,A,
199,256,15,5922,2023,2677.0,A,
107,234,15,5610,2013,3846.0,A,
107,234,15,5622,2013,1426.0,A,
173,63,15,5610,2008,2644.0,A,
173,63,15,5610,2012,910.0,A,
173,63,15,5610,2016,281.7,A,
173,63,15,5610,2017,7400.0,A,
173,63,15,5610,2020,65.18,A,
173,63,15,5610,2021,117.8,A,
173,63,15,5610,2022,14.0,A,
173,63,15,5610,2023,410.16,A,
173,63,15,5622,2008,941.0,A,
173,63,15,5622,2012,428.0,A,
173,63,15,5622,2016,96.0,A,
173,63,15,5622,2017,1426.0,A,
173,63,15,5622,2020,20.0,A,
173,63,15,5622,2021,43.0,A,
173,63,15,5622,2022,3.0,A,
173,63,15,5622,2023,131.0,A,
173,63,15,5910,2004,3.0,A,
173,63,15,5910,2009,1660.0,A,
173,63,15,5910,2010,19.0,A,
173,63,15,5910,2014,16.1,A,
173,63,15,5910,2017,6350.18,A,
173,63,15,5910,2018,241.82,A,
173,63,15,5910,2019,6600.61,A,
173,63,15,5910,2020,0.01,A,
173,63,15,5910,2021,2.01,A,
173,63,15,5910,2022,5.0,A,
173,63,15,5910,2023,4.0,A,
173,63,15,5922,2004,2.0,A,
173,63,15,5922,2009,271.0,A,
173,63,15,5922,2010,8.0,A,
173,63,15,5922,2014,5.0,A,
173,63,15,5922,2017,1325.0,A,
173,63,15,5922,2018,129.0,A,
173,63,15,5922,2019,1286.0,A,
173,63,15,5922,2020,0.0,A,
173,63,15,5922,2021,2.0,A,
173,63,15,5922,2022,7.0,A,
173,63,15,5922,2023,4.0,A,
27,108,15,5610,2011,3001.0,A,
27,108,15,5610,2021,0.01,A,
27,108,15,5610,2022,0.0,A,
27,108,15,5610,2023,0.0,A,
27,108,15,5622,2011,1223.0,A,
27,108,15,5622,2021,0.0,A,
27,108,15,5622,2022,0.0,A,
27,108,15,5622,2023,0.0,A,
68,21,15,5610,2007,129.0,A,
68,21,15,5610,2009,25.0,A,
68,21,15,5610,2011,0.0,A,
68,21,15,5610,2012,0.0,A,
68,21,15,5610,2014,0.04,A,
68,21,15,5610,2015,4.51,A,
68,21,15,5610,2019,2.28,A,
68,21,15,5610,2016,0.05,A,
68,21,15,5610,2018,0.0,A,
68,21,15,5610,2020,0.06,A,
68,21,15,5610,2021,1.58,A,
68,21,15,5610,2022,0.07,A,
68,21,15,5622,2007,68.0,A,
68,21,15,5622,2009,13.0,A,
68,21,15,5622,2011,1.0,A,
68,21,15,5622,2012,2.0,A,
68,21,15,5622,2014,0.0,A,
68,21,15,5622,2015,3.0,A,
68,21,15,5622,2016,0.0,A,
68,21,15,5622,2018,1.0,A,
68,21,15,5622,2019,1.0,A,
68,21,15,5622,2020,1.0,A,
68,21,15,5622,2021,1.0,A,
68,21,15,5622,2022,0.0,A,
68,21,15,5910,2004,9500.0,A,
68,21,15,5910,2010,43.0,A,
68,21,15,5910,2016,1499.88,A,
68,21,15,5910,2017,6953.54,A,
68,21,15,5910,2018,9800.0,A,
68,21,15,5910,2020,90.39,A,
68,21,15,5910,2021,319.67,A,
68,21,15,5910,2022,106.3,A,
68,21,15,5910,2023,0.14,A,
68,21,15,5922,2004,2512.0,A,
68,21,15,5922,2010,11.0,A,
68,21,15,5922,2016,407.0,A,
68,21,15,5922,2017,1417.0,A,
68,21,15,5922,2018,2220.0,A,
68,21,15,5922,2019,1638.0,A,
68,21,15,5922,2020,37.0,A,
185,104,15,5910,2001,11197.0,A,
68,21,15,5922,2021,179.0,A,
185,104,15,5910,2002,30100.0,A,
68,21,15,5922,2022,115.0,A,
185,104,15,5910,2018,58805.15,A,
68,21,15,5922,2023,0.0,A,
185,104,15,5910,2019,11609.2,A,
185,104,15,5922,2001,681.0,A,
185,104,15,5922,2002,2002.0,A,
185,104,15,5922,2018,8695.0,A,
185,104,15,5922,2019,2190.0,A,
98,138,15,5610,2003,0.0,A,
98,138,15,5610,2007,0.0,A,
98,138,15,5622,2003,0.0,A,
98,138,15,5622,2007,0.0,A,
200,50,15,5610,2006,10.0,A,
200,50,15,5622,2006,6.0,A,
27,114,15,5910,2006,19500.0,A,
27,114,15,5922,2006,2678.0,A,
44,229,15,5610,2011,1700.0,A,
44,229,15,5622,2011,483.0,A,
44,229,15,5910,2019,0.04,A,
44,229,15,5922,2019,0.0,A,
10,73,15,5910,2011,49.0,A,
10,73,15,5910,2012,49.0,A,
10,73,15,5922,2011,18.0,A,
10,73,15,5922,2012,16.0,A,
231,233,15,5910,2014,6800.0,A,
231,233,15,5910,2017,2000.0,A,
231,233,15,5922,2014,2201.0,A,
231,233,15,5922,2017,494.0,A,
214,106,15,5610,2014,5.33,A,
214,106,15,5610,2016,1.24,A,
214,106,15,5622,2014,2.0,A,
214,106,15,5622,2016,0.0,A,
11,63,15,5610,2015,154.6,A,
11,63,15,5622,2015,99.0,A,
11,63,15,5910,2002,0.0,A,
11,63,15,5910,2020,10.51,A,
11,63,15,5910,2021,0.0,A,
11,63,15,5922,2002,0.0,A,
11,63,15,5922,2020,5.0,A,
11,63,15,5922,2021,0.0,A,
63,159,15,5910,2021,199290.3,A,
63,159,15,5910,2022,107311.04,A,
63,159,15,5910,2023,85072.2,A,
